kappa,rho,center_up_to_down,center_down_to_up,end_up_to_down,end_down_to_up,cost,direct_exp_weight,feedback_adj_rate,forgetting_factor,total_rewards,action_rewards,opinion_rewards,sp0_social_trust,sp1_social_trust,sp2_social_trust,sp0_request_rate,sp1_request_rate,sp2_request_rate,op0_expression_rate,op1_expression_rate,op2_expression_rate,op3_expression_rate,op4_expression_rate,op5_expression_rate,sp0_availability,sp1_availability,sp2_availability
7,0.150183715,"[0.3179025695845485, 0.3179025695845485, 0.3179025695845485]","[0.3195722047612071, 0.3195722047612071, 0.3195722047612071]","[0.4751361022144556, 0.4751361022144556, 0.4751361022144556]","[0.47638638455420734, 0.47638638455420734, 0.47638638455420734]","[0.360184935182333, 0.360184935182333, 0.360184935182333]",0.394705125,0.635337106,0.988090537,-58483.39635,-8350.921301,-50132.47505,0.206586035,0.420659997,0.264586493,69.71664671,15.39766649,14.68608601,0.299343132,48.79805117,0.053627291,6.190161495,0.052527672,44.40668844,0.248586972,0.247516494,0.247638396
8,0.948012046,"[0.6874209331721067, 0.6874209331721067, 0.6874209331721067]","[0.34902507659047843, 0.34902507659047843, 0.34902507659047843]","[0.37385422438383104, 0.37385422438383104, 0.37385422438383104]","[0.7779754517227411, 0.7779754517227411, 0.7779754517227411]","[0.9703580885194242, 0.9703580885194242, 0.9703580885194242]",0.881806733,0.348914035,0.331688921,54692.28328,24460.86213,30231.42116,0.437567058,0.48569344,0.494712648,69.72954818,15.39371076,14.67714026,0.296381782,48.8046634,0.052876066,6.186409,0.051692978,44.40837598,0.249862021,0.2499636,0.250837017
8,0.694382913,"[0.2837385164387524, 0.2837385164387524, 0.2837385164387524]","[0.9542623702064157, 0.9542623702064157, 0.9542623702064157]","[0.7464878133311867, 0.7464878133311867, 0.7464878133311867]","[0.6319287332519888, 0.6319287332519888, 0.6319287332519888]","[0.17056406665593385, 0.17056406665593385, 0.17056406665593385]",0.434370361,0.904621208,0.25749834,-54172.3191,-3569.20932,-50603.10978,0.430403782,0.489010518,0.446432739,69.72920341,15.39375068,14.67744511,0.29642896,48.80422065,0.052970423,6.186702958,0.051703865,44.40837235,0.383615133,0.383972818,0.383303611
5,0.068845769,"[0.47848697202280166, 0.47848697202280166, 0.47848697202280166]","[0.748505308944732, 0.748505308944732, 0.748505308944732]","[0.5688922957889736, 0.5688922957889736, 0.5688922957889736]","[0.31934457287192347, 0.31934457287192347, 0.31934457287192347]","[0.7403572115674615, 0.7403572115674615, 0.7403572115674615]",0.458796846,0.527236565,0.087447858,-35019.8906,7570.524573,-42590.41517,0.431370427,0.486794761,0.455556584,69.72948285,15.39346398,14.67745237,0.296487026,48.80419525,0.053213573,6.186550535,0.051718381,44.40823444,0.208125749,0.208237598,0.207901071
3,0.455509415,"[0.6707712804153562, 0.6707712804153562, 0.6707712804153562]","[0.44697011457756164, 0.44697011457756164, 0.44697011457756164]","[0.6018743937648833, 0.6018743937648833, 0.6018743937648833]","[0.44163224233314397, 0.44163224233314397, 0.44163224233314397]","[0.541309147682041, 0.541309147682041, 0.541309147682041]",0.535862053,0.912312506,0.611769267,-51195.22409,-6674.509521,-44520.71457,0.369096896,0.475716625,0.427010866,69.72753765,15.39421158,14.67864997,0.297020504,48.80324442,0.052886953,6.187142079,0.051631283,44.40847396,0.175304663,0.175698712,0.175442606
5,0.383022052,"[0.02117284808307886, 0.02117284808307886, 0.02117284808307886]","[0.47146746903657916, 0.47146746903657916, 0.47146746903657916]","[0.8520956435240805, 0.8520956435240805, 0.8520956435240805]","[0.3017774679325521, 0.3017774679325521, 0.3017774679325521]","[0.9219027118198574, 0.9219027118198574, 0.9219027118198574]",0.198177728,0.603355823,0.584918364,-25519.71771,22044.98489,-47564.70259,0.371517548,0.480790354,0.395497233,69.72725821,15.39438577,14.67875522,0.297027763,48.8029795,0.05314462,6.187145709,0.051620396,44.40848122,0.251670005,0.251806605,0.252093014
9,0.061679475,"[0.35471188716590407, 0.35471188716590407, 0.35471188716590407]","[0.28027888884767893, 0.28027888884767893, 0.28027888884767893]","[0.6719183441251516, 0.6719183441251516, 0.6719183441251516]","[0.07043671017512679, 0.07043671017512679, 0.07043671017512679]","[0.8394252591580152, 0.8394252591580152, 0.8394252591580152]",0.672470315,0.921980293,0.412832922,-56831.78844,-5669.748518,-51162.03992,0.362319193,0.472189245,0.443629996,69.72770822,15.39400835,14.67868263,0.296947922,48.80334241,0.052948648,6.187305389,0.051551443,44.40830339,0.039829432,0.039706913,0.039404536
7,0.566517712,"[0.6393885044194758, 0.6393885044194758, 0.6393885044194758]","[0.04376233998686075, 0.04376233998686075, 0.04376233998686075]","[0.3222668360173702, 0.3222668360173702, 0.3222668360173702]","[0.95718925524503, 0.95718925524503, 0.95718925524503]","[0.1937835735268891, 0.1937835735268891, 0.1937835735268891]",0.461924233,0.931675427,0.694341112,-87616.84372,-38149.49442,-49467.3493,0.321998412,0.467778665,0.398385075,69.72591181,15.3947378,14.67974959,0.297376157,48.80194883,0.053231718,6.18762838,0.051819996,44.40839412,0.058047723,0.057273635,0.059074288
5,0.17175408,"[0.5797264888882637, 0.5797264888882637, 0.5797264888882637]","[0.015622351411730052, 0.015622351411730052, 0.015622351411730052]","[0.6987011106684804, 0.6987011106684804, 0.6987011106684804]","[0.41085383454337715, 0.41085383454337715, 0.41085383454337715]","[0.26142444610595705, 0.26142444610595705, 0.26142444610595705]",0.98684237,0.802047572,0.318488723,-87897.78136,-39519.13865,-48378.64271,0.356025347,0.4674421,0.467789294,69.72779895,15.39393576,14.67866449,0.296969697,48.80354927,0.052966794,6.187276356,0.051529668,44.40810742,0.012801452,0.012559935,0.012657158
4,0.862859965,"[0.13021061403676867, 0.13021061403676867, 0.13021061403676867]","[0.7784294532425702, 0.7784294532425702, 0.7784294532425702]","[0.7122573724947869, 0.7122573724947869, 0.7122573724947869]","[0.8733505482599139, 0.8733505482599139, 0.8733505482599139]","[0.1303155759163201, 0.1303155759163201, 0.1303155759163201]",0.940215131,0.612793644,0.743849416,-38235.20427,6520.368586,-44755.57285,0.487832704,0.497285689,0.489268764,69.73076756,15.39317002,14.67646162,0.296091453,48.80527309,0.052857921,6.18608601,0.051692978,44.40839775,0.494858029,0.494835928,0.495333769
6,0.630774259,"[0.6814155889116228, 0.6814155889116228, 0.6814155889116228]","[0.6338964997045696, 0.6338964997045696, 0.6338964997045696]","[0.9319221374392509, 0.9319221374392509, 0.9319221374392509]","[0.26744449937716125, 0.26744449937716125, 0.26744449937716125]","[0.9761268856748938, 0.9761268856748938, 0.9761268856748938]",0.334567945,0.262829305,0.772736445,59851.67536,10781.47576,49070.1996,0.564255006,0.502337762,0.60250402,69.7325059,15.39269098,14.67520232,0.295663219,48.80657231,0.052847033,6.185487207,0.05148249,44.40834694,0.122827109,0.122491272,0.122654654
9,0.269122519,"[0.9539962626993657, 0.9539962626993657, 0.9539962626993657]","[0.38360409159213305, 0.38360409159213305, 0.38360409159213305]","[0.7034437416680157, 0.7034437416680157, 0.7034437416680157]","[0.9537806126847863, 0.9537806126847863, 0.9537806126847863]","[0.76935098355636, 0.76935098355636, 0.76935098355636]",0.872954135,0.163042396,0.144055537,66379.26534,15565.57273,50813.69261,0.457934976,0.488848031,0.497963902,69.73016875,15.3933043,14.67692615,0.296254763,48.80504446,0.052995827,6.186154963,0.0518454,44.40810379,0.26699129,0.26597554,0.266491816
9,0.479892917,"[0.25298862127587196, 0.25298862127587196, 0.25298862127587196]","[0.1460836947336793, 0.1460836947336793, 0.1460836947336793]","[0.3199906987510622, 0.3199906987510622, 0.3199906987510622]","[0.38375261828303336, 0.38375261828303336, 0.38375261828303336]","[0.5616953692398965, 0.5616953692398965, 0.5616953692398965]",0.079093159,0.47079651,0.201998714,46211.95309,-4510.697613,50722.6507,0.576403381,0.508249237,0.574267787,69.73246598,15.39286518,14.67506805,0.295590637,48.8066086,0.052955906,6.185360189,0.051504264,44.4083796,0.185552822,0.183610924,0.184239376
9,0.355947573,"[0.7685430704243481, 0.7685430704243481, 0.7685430704243481]","[0.7332714185491204, 0.7332714185491204, 0.7332714185491204]","[0.022214688882231715, 0.022214688882231715, 0.022214688882231715]","[0.515619452483952, 0.515619452483952, 0.515619452483952]","[0.8601531548984349, 0.8601531548984349, 0.8601531548984349]",0.11135475,0.072197534,0.967217502,72990.0504,22205.95459,50784.09581,0.77619293,0.552652248,0.771628805,69.73526402,15.39200145,14.67313373,0.29493014,48.80765378,0.052857921,6.184659771,0.051333696,44.40896389,0.282903067,0.282043948,0.283710688
6,0.806581334,"[0.37091596076264977, 0.37091596076264977, 0.37091596076264977]","[0.5959777534380555, 0.5959777534380555, 0.5959777534380555]","[0.4888290640152991, 0.4888290640152991, 0.4888290640152991]","[0.9321839361079037, 0.9321839361079037, 0.9321839361079037]","[0.031927569080144165, 0.031927569080144165, 0.031927569080144165]",0.414539228,0.076809252,0.073746707,46035.14047,-3160.324596,49195.46507,0.540649342,0.503837769,0.539964834,69.73180911,15.39295591,14.67563419,0.295812012,48.80612956,0.052810742,6.185773907,0.051529668,44.40834331,0.454882744,0.454706042,0.454138813
9,0.628002356,"[0.18630684081465007, 0.18630684081465007, 0.18630684081465007]","[0.7598639271967113, 0.7598639271967113, 0.7598639271967113]","[0.2049943623878062, 0.2049943623878062, 0.2049943623878062]","[0.943790336754173, 0.943790336754173, 0.943790336754173]","[0.6669196489267051, 0.6669196489267051, 0.6669196489267051]",0.271924789,0.241778626,0.980286601,105457.5308,54937.08374,50520.44711,0.788563701,0.565971205,0.751373833,69.73528942,15.39213573,14.67297405,0.294861187,48.80771548,0.052770822,6.184601706,0.051377246,44.40907276,0.674103974,0.675141208,0.674083869
5,0.742580396,"[0.1988655449450016, 0.1988655449450016, 0.1988655449450016]","[0.7683846701867878, 0.7683846701867878, 0.7683846701867878]","[0.7765555639751256, 0.7765555639751256, 0.7765555639751256]","[0.024264629017561674, 0.024264629017561674, 0.024264629017561674]","[0.39611644810065627, 0.39611644810065627, 0.39611644810065627]",0.887275459,0.65655055,0.829133771,-78038.18797,-30956.83068,-47081.35729,0.256740249,0.446683986,0.429136938,69.72401379,15.39504264,14.68134277,0.298036654,48.8007984,0.053257122,6.188303393,0.052320813,44.40768282,0.025204863,0.025229432,0.025163999
6,0.561341813,"[0.6988641775213182, 0.6988641775213182, 0.6988641775213182]","[0.9276997496187687, 0.9276997496187687, 0.9276997496187687]","[0.6789401115104556, 0.6789401115104556, 0.6789401115104556]","[0.10485460145398974, 0.10485460145398974, 0.10485460145398974]","[0.016146853230893612, 0.016146853230893612, 0.016146853230893612]",0.739732246,0.334311534,0.950000601,-37319.94132,-46794.20878,9474.267465,0.268391802,0.459695654,0.505162619,69.72520777,15.39470514,14.6804863,0.297601161,48.80071856,0.053086554,6.187744511,0.051867175,44.40938124,0.065695191,0.065830339,0.065751406
2,0.167067862,"[0.7551545402407646, 0.7551545402407646, 0.7551545402407646]","[0.37917313719168305, 0.37917313719168305, 0.37917313719168305]","[0.4458683863095939, 0.4458683863095939, 0.4458683863095939]","[0.8372865045629442, 0.8372865045629442, 0.8372865045629442]","[0.09552901746705174, 0.09552901746705174, 0.09552901746705174]",0.927074922,0.430715813,0.419086783,-5065.726916,-20921.77881,15856.0519,0.428077631,0.483934989,0.488988916,69.72950826,15.39355834,14.67733261,0.296443477,48.80444565,0.052883324,6.1866957,0.051511522,44.40841952,0.262261695,0.263134132,0.262318345
9,0.210749046,"[0.2594430010765791, 0.2594430010765791, 0.2594430010765791]","[0.027438515182584527, 0.027438515182584527, 0.027438515182584527]","[0.2902623049542308, 0.2902623049542308, 0.2902623049542308]","[0.5952599425800145, 0.5952599425800145, 0.5952599425800145]","[0.5571104594320059, 0.5571104594320059, 0.5571104594320059]",0.371480426,0.677781102,0.46975686,-68806.26805,-17768.49959,-51037.76846,0.367605789,0.477002378,0.417194595,69.7274687,15.39424424,14.67868626,0.296976955,48.8030303,0.053010343,6.187348938,0.051471602,44.40856106,0.066820541,0.067332136,0.066877191
7,0.150183715,"[0.8290207916870713, 0.8290207916870713, 0.8290207916870713]","[0.3195722047612071, 0.3195722047612071, 0.3195722047612071]","[0.4751361022144556, 0.4751361022144556, 0.4751361022144556]","[0.47638638455420734, 0.47638638455420734, 0.47638638455420734]","[0.360184935182333, 0.360184935182333, 0.360184935182333]",0.394705125,0.266063502,0.988090537,29372.35148,-20764.49083,50136.84232,0.622088787,0.533181714,0.684705746,69.73397931,15.39216113,14.67425876,0.295387407,48.80663038,0.053159136,6.185011795,0.051420795,44.40878969,0.135331519,0.13483934,0.13479452
5,0.383022052,"[0.4308429767005146, 0.4308429767005146, 0.4308429767005146]","[0.47146746903657916, 0.47146746903657916, 0.47146746903657916]","[0.8520956435240805, 0.8520956435240805, 0.8520956435240805]","[0.3017774679325521, 0.3017774679325521, 0.3017774679325521]","[0.9219027118198574, 0.9219027118198574, 0.9219027118198574]",0.198177728,0.234378916,0.584918364,58081.21173,10513.38339,47567.82834,0.581209005,0.507113823,0.592795159,69.73277082,15.39262929,14.67499909,0.295587008,48.80665215,0.052988568,6.185251316,0.051573217,44.40834694,0.146920958,0.145880094,0.145685792
5,0.811757526,"[0.29274920200929044, 0.29274920200929044, 0.29274920200929044]","[0.494173209220171, 0.494173209220171, 0.494173209220171]","[0.5085077033005655, 0.5085077033005655, 0.5085077033005655]","[0.12985641218721866, 0.12985641218721866, 0.12985641218721866]","[0.2095923073217273, 0.2095923073217273, 0.2095923073217273]",0.627269662,0.703005607,0.346630889,-78480.07164,-31430.98581,-47049.08583,0.388582353,0.478175491,0.449223178,69.72839775,15.3937906,14.67821085,0.296737434,48.80382508,0.052966794,6.186996915,0.051627654,44.40824533,0.111433751,0.111598331,0.111338051
7,0.245195065,"[0.9198272873833775, 0.9198272873833775, 0.9198272873833775]","[0.5523031958565116, 0.5523031958565116, 0.5523031958565116]","[0.8046560538001358, 0.8046560538001358, 0.8046560538001358]","[0.05320873025804758, 0.05320873025804758, 0.05320873025804758]","[0.26724392984062434, 0.26724392984062434, 0.26724392984062434]",0.620284774,0.932345608,0.157516932,-88101.27283,-38181.34868,-49919.92415,0.389204,0.477801198,0.453150689,69.72848485,15.39385592,14.67805843,0.296719289,48.80384322,0.052836146,6.187102159,0.051511522,44.40838686,0.022115551,0.022106478,0.022142987
6,0.06445162,"[0.4310115772299469, 0.4310115772299469, 0.4310115772299469]","[0.16124666681513192, 0.16124666681513192, 0.16124666681513192]","[0.43425015347078444, 0.43425015347078444, 0.43425015347078444]","[0.7426731113530696, 0.7426731113530696, 0.7426731113530696]","[0.558628690186888, 0.558628690186888, 0.558628690186888]",0.73612678,0.145555621,0.329445553,45680.91183,-4548.848652,50229.76048,0.457668497,0.487282985,0.509201341,69.73028126,15.3933043,14.67681365,0.296240247,48.80515696,0.052701869,6.186583197,0.051493377,44.40822355,0.18639423,0.186379169,0.185626565
7,0.123193659,"[0.8018205196037889, 0.8018205196037889, 0.8018205196037889]","[0.08193406280130147, 0.08193406280130147, 0.08193406280130147]","[0.608617072366178, 0.608617072366178, 0.608617072366178]","[0.9249087905883789, 0.9249087905883789, 0.9249087905883789]","[0.06065835133194924, 0.06065835133194924, 0.06065835133194924]",0.588500301,0.020172503,0.923532256,7235.779107,-42929.53826,50165.31737,0.463564158,0.482790744,0.571292546,69.73102522,15.39277082,14.67660316,0.296193068,48.80539648,0.052876066,6.18616585,0.051624025,44.40814371,0.079281981,0.079196044,0.079117946
3,0.751192078,"[0.22034931097179652, 0.22034931097179652, 0.22034931097179652]","[0.1714140888489783, 0.1714140888489783, 0.1714140888489783]","[0.6935548690147698, 0.6935548690147698, 0.6935548690147698]","[0.9841612045280635, 0.9841612045280635, 0.9841612045280635]","[0.8739949080720544, 0.8739949080720544, 0.8739949080720544]",0.604033485,0.112881099,0.808020798,64897.42018,22993.91119,41903.50898,0.506342378,0.494295802,0.552633915,69.73148975,15.39296679,14.67594266,0.295997097,48.80578116,0.052876066,6.185839231,0.051689349,44.40821629,0.283397278,0.283189548,0.283606641
4,0.910474455,"[0.39687922567129136, 0.39687922567129136, 0.39687922567129136]","[0.36778158247470855, 0.36778158247470855, 0.36778158247470855]","[0.644959870800376, 0.644959870800376, 0.644959870800376]","[0.2273815305531025, 0.2273815305531025, 0.2273815305531025]","[0.21517797930166127, 0.21517797930166127, 0.21517797930166127]",0.266440943,0.224830485,0.486665762,17452.1237,-30195.34935,47647.47305,0.550928375,0.502817181,0.570989111,69.7322192,15.39272001,14.67545999,0.295761205,48.80636908,0.052970423,6.185381963,0.051627654,44.40828888,0.119781709,0.120716857,0.120056723
4,0.703250749,"[0.013859864920377732, 0.013859864920377732, 0.013859864920377732]","[0.1866368589550257, 0.1866368589550257, 0.1866368589550257]","[0.5484289514087141, 0.5484289514087141, 0.5484289514087141]","[0.1353681092336774, 0.1353681092336774, 0.1353681092336774]","[0.986159429475665, 0.986159429475665, 0.986159429475665]",0.211215274,0.628677592,0.68811056,-29369.80705,18149.19893,-47519.00599,0.345290941,0.476591338,0.377189453,69.72620214,15.39465433,14.67954273,0.297234622,48.8023444,0.053220831,6.187414262,0.051692978,44.40849211,0.184902304,0.185126148,0.185442678
9,0.199717877,"[0.48286273021250964, 0.48286273021250964, 0.48286273021250964]","[0.3562126982025802, 0.3562126982025802, 0.3562126982025802]","[0.22778682239353656, 0.22778682239353656, 0.22778682239353656]","[0.2748054237291217, 0.2748054237291217, 0.2748054237291217]","[0.25318229265511033, 0.25318229265511033, 0.25318229265511033]",0.852317509,0.207759516,0.946408461,19953.58726,-23867.10335,43820.69062,0.350541762,0.463371531,0.496204335,69.72793322,15.39360915,14.67885683,0.297071312,48.80337507,0.052912357,6.187145709,0.051591363,44.40830339,0.159103103,0.15866703,0.159256578
4,0.862859965,"[0.8310207991302013, 0.8310207991302013, 0.8310207991302013]","[0.7784294532425702, 0.7784294532425702, 0.7784294532425702]","[0.7122573724947869, 0.7122573724947869, 0.7122573724947869]","[0.8733505482599139, 0.8733505482599139, 0.8733505482599139]","[0.1303155759163201, 0.1303155759163201, 0.1303155759163201]",0.940215131,0.867609127,0.743849416,-53377.8736,-5686.017314,-47691.85629,0.438521346,0.486500564,0.478623304,69.72970786,15.39345309,14.67723825,0.296385411,48.80457267,0.052959535,6.186445291,0.051703865,44.40833243,0.383784576,0.384325567,0.38439931
9,0.061679475,"[0.5378630489856004, 0.5378630489856004, 0.5378630489856004]","[0.28027888884767893, 0.28027888884767893, 0.28027888884767893]","[0.6719183441251516, 0.6719183441251516, 0.6719183441251516]","[0.07043671017512679, 0.07043671017512679, 0.07043671017512679]","[0.8394252591580152, 0.8394252591580152, 0.8394252591580152]",0.672470315,0.735943001,0.412832922,-57947.37254,-6787.847594,-51159.52495,0.360102949,0.471704086,0.443185743,69.72753765,15.3941644,14.67869715,0.296995101,48.80332063,0.052966794,6.187334422,0.051395391,44.40838686,0.029555435,0.029616295,0.029649428
4,0.814727562,"[0.17292300006374717, 0.17292300006374717, 0.17292300006374717]","[0.13014157131314277, 0.13014157131314277, 0.13014157131314277]","[0.2550468669459224, 0.2550468669459224, 0.2550468669459224]","[0.683313455618918, 0.683313455618918, 0.683313455618918]","[0.39223406149074436, 0.39223406149074436, 0.39223406149074436]",0.689938637,0.260057356,0.429764255,47313.25087,251.8217281,47061.42914,0.490448223,0.493869637,0.521326952,69.73074578,15.39333333,14.67632009,0.296047904,48.80557068,0.053028488,6.186017057,0.051362729,44.40837235,0.310492397,0.311806823,0.31027476
5,0.471761647,"[0.8068924896977842, 0.8068924896977842, 0.8068924896977842]","[0.6454158647358418, 0.6454158647358418, 0.6454158647358418]","[0.43082370147109034, 0.43082370147109034, 0.43082370147109034]","[0.2498157281242311, 0.2498157281242311, 0.2498157281242311]","[0.9536145120300352, 0.9536145120300352, 0.9536145120300352]",0.784198432,0.412775249,0.312997586,23211.23487,9266.025292,13945.20958,0.408333882,0.481094635,0.494901556,69.72906188,15.3937906,14.67754672,0.296494284,48.8040029,0.052952277,6.186797314,0.051663945,44.40848848,0.120002976,0.119850227,0.119993286
2,0.167067862,"[0.6345378366671502, 0.6345378366671502, 0.6345378366671502]","[0.37917313719168305, 0.37917313719168305, 0.37917313719168305]","[0.4458683863095939, 0.4458683863095939, 0.4458683863095939]","[0.8372865045629442, 0.8372865045629442, 0.8372865045629442]","[0.09552901746705174, 0.09552901746705174, 0.09552901746705174]",0.927074922,0.024185506,0.419086783,28268.91353,-18425.40184,46694.31537,0.442942471,0.485742568,0.492543287,69.72966431,15.39361277,14.67712212,0.296385411,48.8046888,0.052937761,6.186565052,0.051558701,44.40826347,0.285350354,0.284222537,0.28453787
4,0.132607135,"[0.8768693623691797, 0.8768693623691797, 0.8768693623691797]","[0.9030371305346488, 0.9030371305346488, 0.9030371305346488]","[0.9574527232348918, 0.9574527232348918, 0.9574527232348918]","[0.2997466214001179, 0.2997466214001179, 0.2997466214001179]","[0.8504898404888809, 0.8504898404888809, 0.8504898404888809]",0.18814731,0.115255592,0.21020623,55278.74248,6933.13769,48345.60479,0.55286695,0.504286123,0.560267139,69.73209218,15.39287244,14.67543459,0.295750318,48.80633642,0.052955906,6.18551624,0.051526039,44.40831428,0.148774633,0.14867926,0.148603375
6,0.30921187,"[0.9025844067893922, 0.9025844067893922, 0.9025844067893922]","[0.32070582719519736, 0.32070582719519736, 0.32070582719519736]","[0.7353358203545213, 0.7353358203545213, 0.7353358203545213]","[0.3441014944575727, 0.3441014944575727, 0.3441014944575727]","[0.543812504298985, 0.543812504298985, 0.543812504298985]",0.418141524,0.550387594,0.70805721,-65561.3685,-15794.36251,-49767.00599,0.325256465,0.469293401,0.39224539,69.72593722,15.39461804,14.67984395,0.297441481,48.80190891,0.053137362,6.187809835,0.051663945,44.40843767,0.091477191,0.090858247,0.091154382
7,0.98734169,"[0.25921310296282174, 0.25921310296282174, 0.25921310296282174]","[0.6863861466012895, 0.6863861466012895, 0.6863861466012895]","[0.11558136109262704, 0.11558136109262704, 0.11558136109262704]","[0.9119280548579991, 0.9119280548579991, 0.9119280548579991]","[0.3812927598506212, 0.3812927598506212, 0.3812927598506212]",0.201783774,0.896430498,0.196886428,-12466.89514,36875.54399,-49342.43912,0.436533066,0.491759958,0.436134306,69.72927236,15.39368536,14.67744148,0.29642896,48.80413355,0.053086554,6.186539648,0.051700236,44.40851025,0.64941517,0.648347414,0.647601343
9,0.479892917,"[0.920095837265253, 0.920095837265253, 0.920095837265253]","[0.1460836947336793, 0.1460836947336793, 0.1460836947336793]","[0.3199906987510622, 0.3199906987510622, 0.3199906987510622]","[0.38375261828303336, 0.38375261828303336, 0.38375261828303336]","[0.5616953692398965, 0.5616953692398965, 0.5616953692398965]",0.079093159,0.406957116,0.201998714,31955.55436,-18768.98855,50724.54291,0.573638032,0.507648191,0.573689625,69.73250227,15.392818,14.67507893,0.295608782,48.80667755,0.052854291,6.185421884,0.051515152,44.40832154,0.055433134,0.055463038,0.055782
8,0.948012046,"[0.8699152111634612, 0.8699152111634612, 0.8699152111634612]","[0.34902507659047843, 0.34902507659047843, 0.34902507659047843]","[0.37385422438383104, 0.37385422438383104, 0.37385422438383104]","[0.7779754517227411, 0.7779754517227411, 0.7779754517227411]","[0.9703580885194242, 0.9703580885194242, 0.9703580885194242]",0.881806733,0.927174055,0.331688921,-29372.86112,21081.28659,-50454.1477,0.413041106,0.481160278,0.472247165,69.72912357,15.39356197,14.67771366,0.29659227,48.80433315,0.052934132,6.186619488,0.051634912,44.40828525,0.219153765,0.219672219,0.219695917
4,0.132607135,"[0.9623356712237, 0.9623356712237, 0.9623356712237]","[0.9030371305346488, 0.9030371305346488, 0.9030371305346488]","[0.9574527232348918, 0.9574527232348918, 0.9574527232348918]","[0.2997466214001179, 0.2997466214001179, 0.2997466214001179]","[0.8504898404888809, 0.8504898404888809, 0.8504898404888809]",0.18814731,0.482050356,0.21020623,18845.71819,6501.271082,12344.44711,0.468970249,0.500545337,0.539007919,69.73052803,15.39346398,14.67640719,0.296084195,48.80419525,0.052974052,6.185958991,0.051653058,44.40953366,0.144966032,0.14491272,0.144967374
4,0.703250749,"[0.36697942662984134, 0.36697942662984134, 0.36697942662984134]","[0.1866368589550257, 0.1866368589550257, 0.1866368589550257]","[0.5484289514087141, 0.5484289514087141, 0.5484289514087141]","[0.1353681092336774, 0.1353681092336774, 0.1353681092336774]","[0.986159429475665, 0.986159429475665, 0.986159429475665]",0.211215274,0.122156371,0.68811056,51897.16151,4386.239353,47510.92216,0.584340206,0.50617267,0.606073903,69.73272727,15.39274905,14.67492288,0.295597895,48.80673925,0.052937761,6.185262203,0.05156233,44.40829976,0.059837743,0.05956331,0.059296389
3,0.708135081,"[0.5016708700545132, 0.5016708700545132, 0.5016708700545132]","[0.31332369543612004, 0.31332369543612004, 0.31332369543612004]","[0.3109460508450866, 0.3109460508450866, 0.3109460508450866]","[0.5615222426503896, 0.5615222426503896, 0.5615222426503896]","[0.6570291608013212, 0.6570291608013212, 0.6570291608013212]",0.148483275,0.864110674,0.543711305,-36661.01336,5702.228154,-42363.24152,0.38656883,0.482865813,0.404835238,69.7277808,15.39391762,14.67870078,0.296802758,48.8034912,0.053017601,6.187167483,0.05156233,44.40835783,0.231294393,0.232838432,0.232539321
5,0.742580396,"[0.6252833991684019, 0.6252833991684019, 0.6252833991684019]","[0.7683846701867878, 0.7683846701867878, 0.7683846701867878]","[0.7765555639751256, 0.7765555639751256, 0.7765555639751256]","[0.024264629017561674, 0.024264629017561674, 0.024264629017561674]","[0.39611644810065627, 0.39611644810065627, 0.39611644810065627]",0.887275459,0.658944718,0.829133771,-78998.95332,-31912.87348,-47086.07984,0.252662946,0.445776545,0.428255321,69.72388314,15.39506079,14.68145527,0.298058429,48.80057703,0.053398657,6.188343313,0.052280893,44.40774088,0.01651047,0.016583016,0.016600581
3,0.858155296,"[0.16528508521616458, 0.16528508521616458, 0.16528508521616458]","[0.6593992172367871, 0.6593992172367871, 0.6593992172367871]","[0.45899262707680466, 0.45899262707680466, 0.45899262707680466]","[0.3207178154587746, 0.3207178154587746, 0.3207178154587746]","[0.2878954228758812, 0.2878954228758812, 0.2878954228758812]",0.876556005,0.316799349,0.522904556,28796.46914,-4803.650623,33600.11976,0.450403549,0.488113793,0.498585252,69.72996552,15.39350753,14.67692615,0.296294683,48.80487026,0.052883324,6.186481582,0.051638541,44.40823081,0.31541898,0.315721248,0.315335874
3,0.429390879,"[0.3914845828153193, 0.3914845828153193, 0.3914845828153193]","[0.6811507445760071, 0.6811507445760071, 0.6811507445760071]","[0.1804801942408085, 0.1804801942408085, 0.1804801942408085]","[0.01905969826504588, 0.01905969826504588, 0.01905969826504588]","[0.5708597856946289, 0.5708597856946289, 0.5708597856946289]",0.447534633,0.499473812,0.271192004,-25858.73315,-21378.06648,-4480.666667,0.409338608,0.489360766,0.50236335,69.72955543,15.39364181,14.67720196,0.296421702,48.80363636,0.052847033,6.186739249,0.051645799,44.40910905,0.027364253,0.027327164,0.02726761
4,0.595802518,"[0.02786496514454484, 0.02786496514454484, 0.02786496514454484]","[0.40283671179786323, 0.40283671179786323, 0.40283671179786323]","[0.1635612258501351, 0.1635612258501351, 0.1635612258501351]","[0.54373335711658, 0.54373335711658, 0.54373335711658]","[0.7919380047917366, 0.7919380047917366, 0.7919380047917366]",0.498461028,0.410640065,0.665034188,112583.6136,65607.16249,46976.4511,0.618595887,0.51852663,0.578535985,69.73293776,15.39276719,14.67469425,0.295478135,48.80664852,0.053043005,6.185149701,0.051555072,44.40852477,0.710386028,0.710887752,0.711052513
